data,vendas,em_promocao,feriado_nacional,dia_da_semana_domingo,dia_da_semana_quarta-feira,dia_da_semana_quinta-feira,dia_da_semana_sabado,dia_da_semana_segunda-feira,dia_da_semana_sexta-feira,dia_da_semana_terca-feira
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
